date,statusList,zscore,ZILUSDT_position,ZILUSDT_price,XLMUSDT_position,XLMUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.00454,0.0,0.04529,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.00438,0.0,0.04361,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.00454,0.0,0.04566,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.00461,0.0,0.04565,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.00463,0.0,0.04544,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.00489,0.0,0.05046,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.00481,0.0,0.04839,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.00469,0.0,0.04768,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.00459,0.0,0.04718,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.00469,0.0,0.04802,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.00465,0.0,0.04825,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.00478,0.0,0.04905,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.00467,0.0,0.04813,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.00507,0.0,0.0528,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.00523,0.0,0.0548,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.00514,0.0,0.05367,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.00544,0.0,0.06072,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.00528,0.0,0.06149,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.00511,0.0,0.06004,200000,200000.0,0.0,1.0
2020-01-20,-2,-2.528495214686201,0.0,0.0051,0.0,0.06274,200000,200000.0,0.0,1.0
2020-01-21,-2,-2.064816732267376,0.0,0.00512,0.0,0.06279,200000,200000.0,0.0,1.0
2020-01-22,-2,-1.4119057201128415,0.0,0.00519,0.0,0.06136,200000,200000.0,0.0,1.0
2020-01-23,-2,-1.2073572327928235,0.0,0.00496,0.0,0.05833,200000,200000.0,0.0,1.0
2020-01-24,0,-0.9029064150910174,0.0,0.00494,0.0,0.05714,200000,200000.0,0.0,1.0
2020-01-25,0,-0.572076796246631,0.0,0.00494,0.0,0.05604,200000,200000.0,0.0,1.0
2020-01-26,0,-0.5825474910123258,0.0,0.00512,0.0,0.05841,200000,200000.0,0.0,1.0
2020-01-27,0,-0.8275758035782851,0.0,0.00511,0.0,0.05971,200000,200000.0,0.0,1.0
2020-01-28,0,-0.4485531175865093,0.0,0.00531,0.0,0.06072,200000,200000.0,0.0,1.0
2020-01-29,0,0.17982610494312093,0.0,0.00552,0.0,0.06083,200000,200000.0,0.0,1.0
2020-01-30,0,-0.19942531320779472,0.0,0.00554,0.0,0.0628,200000,200000.0,0.0,1.0
2020-01-31,2,1.58086962645164,0.0,0.00593,0.0,0.0606,200000,200000.0,0.0,1.0
2020-02-01,2,1.3660726611401908,0.0,0.00601,0.0,0.06224,200000,200000.0,0.0,1.0
2020-02-02,2,1.5604840578328498,0.0,0.0062,0.0,0.06345,200000,200000.0,0.0,1.0
2020-02-03,2,1.4076087231794596,0.0,0.00624,0.0,0.0643,200000,200000.0,0.0,1.0
2020-02-04,2,2.1621583553214156,0.0,0.00683,0.0,0.06634,200000,200000.0,0.0,1.0
2020-02-05,2,1.517437856387913,0.0,0.00688,0.0,0.06908,200000,200000.0,0.0,1.0
2020-02-06,2,1.9589643563890777,0.0,0.00745,0.0,0.07113,200000,200000.0,0.0,1.0
2020-02-07,2,2.555666343346573,0.0,0.00825,0.0,0.07188,200000,200000.0,0.0,1.0
2020-02-08,2,1.384222443711179,0.0,0.00751,0.0,0.0709,200000,200000.0,0.0,1.0
2020-02-09,2,1.4544512848212003,0.0,0.00792,0.0,0.07327,200000,200000.0,0.0,1.0
2020-02-10,2,1.2383460108859767,0.0,0.00756,0.0,0.07051,200000,200000.0,0.0,1.0
2020-02-11,2,1.439838237892694,0.0,0.00819,0.0,0.07404,200000,200000.0,0.0,1.0
2020-02-12,0,0.6123683423581009,0.0,0.00829,0.0,0.08004,200000,200000.0,0.0,1.0
2020-02-13,0,-0.14991903543588983,0.0,0.0081,0.0,0.08325,200000,200000.0,0.0,1.0
2020-02-14,0,0.5059802137459198,0.0,0.00898,0.0,0.08671,200000,200000.0,0.0,1.0
2020-02-15,0,0.32148998686522684,0.0,0.0081,0.0,0.07892,200000,200000.0,0.0,1.0
2020-02-16,0,0.4274126631848416,0.0,0.00774,0.0,0.07437,200000,200000.0,0.0,1.0
2020-02-17,0,0.08411478499223018,0.0,0.00744,0.0,0.07272,200000,200000.0,0.0,1.0
2020-02-18,0,0.08152308526800767,0.0,0.00782,0.0,0.07603,200000,200000.0,0.0,1.0
2020-02-19,0,-0.8973791545902701,0.0,0.00691,0.0,0.07013,200000,200000.0,0.0,1.0
2020-02-20,0,-0.03601937413124353,0.0,0.00725,0.0,0.0704,200000,200000.0,0.0,1.0
2020-02-21,0,0.12775293025635936,0.0,0.00739,0.0,0.07099,200000,200000.0,0.0,1.0
2020-02-22,0,0.25549166089004827,0.0,0.00738,0.0,0.0703,200000,200000.0,0.0,1.0
2020-02-23,0,0.5596205976774518,0.0,0.00778,0.0,0.07299,200000,200000.0,0.0,1.0
2020-02-24,0,-0.0631968238419724,0.0,0.0072,0.0,0.06911,200000,200000.0,0.0,1.0
2020-02-25,-1,-1.0341983872979064,15552099.533437014,0.00643,-1562011.871290222,0.06402,200000,200000.0,0.0,1.0
2020-02-26,-2,-1.6595747582624873,0.0,0.0057,0.0,0.05873,200000,203089.98986028373,3089.9898602837347,1.0154499493014186
2020-02-27,-1,-1.1451405624682511,16924165.82169031,0.006,-1679817.9475623139,0.06045,200000,203089.98986028373,3089.9898602837347,1.0154499493014186
2020-02-28,-1,-0.2628975981871492,16924165.82169031,0.00597,-1679817.9475623139,0.05841,200000,199155.4362726059,-844.5637273940956,0.9957771813630295
2020-02-29,0,0.16584817729615556,0.0,0.00589,0.0,0.05694,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-01,0,0.6387191945898819,0.0,0.00585,0.0,0.05582,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-02,0,0.61661669395137,0.0,0.00621,0.0,0.05968,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-03,0,0.47020801302845044,0.0,0.00603,0.0,0.05816,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-04,0,0.5803338856322603,0.0,0.0061,0.0,0.05857,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-05,0,0.7392278755677058,0.0,0.00624,0.0,0.05966,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-06,2,3.111881428452419,0.0,0.00701,0.0,0.06137,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-07,2,2.9366464314402347,0.0,0.00689,0.0,0.05828,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-08,2,1.9282483358933025,0.0,0.00572,0.0,0.04969,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-09,2,1.3517142516965621,0.0,0.00591,0.0,0.05235,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-10,2,1.429877785038066,0.0,0.00594,0.0,0.05198,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-11,2,1.3319970426924617,0.0,0.00578,0.0,0.05042,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-12,-1,-1.198331370605022,-31696733.615402225,0.00314,3135719.7086440767,0.03174,200000,199055.48710472597,-944.5128952740342,0.9952774355236298
2020-03-13,-2,-2.2035484272907597,0.0,0.00355,0.0,0.03962,200000,210769.2976265264,10769.297626526386,1.053846488132632
2020-03-14,-2,-1.4141054699744706,0.0,0.00346,0.0,0.03677,200000,210769.2976265264,10769.297626526386,1.053846488132632
2020-03-15,0,-0.9423937445214692,0.0,0.00368,0.0,0.03786,200000,210769.2976265264,10769.297626526386,1.053846488132632
2020-03-16,-2,-1.2038688287200852,0.0,0.00334,0.0,0.03534,200000,210769.2976265264,10769.297626526386,1.053846488132632
2020-03-17,-1,-1.1225637198603762,29854008.162397504,0.00353,-2834444.5619489835,0.03718,200000,210769.2976265264,10769.297626526386,1.053846488132632
2020-03-18,-1,-1.0244854825516523,29854008.162397504,0.00352,-2834444.5619489835,0.0369,200000,209677.11306755673,9677.113067556726,1.0483855653377836
2020-03-19,-1,-0.6601580742937202,29854008.162397504,0.00406,-2834444.5619489835,0.04134,200000,238383.21133030485,38383.21133030485,1.1919160566515243
2020-03-20,-1,-0.6321639031471917,29854008.162397504,0.00392,-2834444.5619489835,0.03995,200000,230263.77224646008,30263.77224646008,1.1513188612323004
2020-03-21,-1,-0.4841950936852363,29854008.162397504,0.00392,-2834444.5619489835,0.03956,200000,229158.3388673,29158.338867299986,1.1457916943364999
2020-03-22,-1,-0.6142349866243725,29854008.162397504,0.00359,-2834444.5619489835,0.03679,200000,211455.10473711014,11455.104737110145,1.0572755236855507
2020-03-23,-1,-0.4742052118088832,29854008.162397504,0.00388,-2834444.5619489835,0.03938,200000,227453.97851965326,27453.97851965326,1.1372698925982663
2020-03-24,-1,-0.54921511710267,29854008.162397504,0.00393,-2834444.5619489835,0.04031,200000,231582.7123703857,31582.712370385707,1.1579135618519285
2020-03-25,-1,-0.686996164576889,29854008.162397504,0.00388,-2834444.5619489835,0.04052,200000,230685.24532027513,30685.245320275135,1.1534262266013757
2020-03-26,-1,-1.0090621809301619,29854008.162397504,0.00394,-2834444.5619489835,0.04284,200000,239052.39719374065,39052.397193740646,1.1952619859687033
2020-03-27,-1,-0.990803232596344,29854008.162397504,0.0037,-2834444.5619489835,0.0404,200000,224971.3905036097,24971.3905036097,1.1248569525180485
2020-03-28,-1,-0.5391516273830962,29854008.162397504,0.00378,-2834444.5619489835,0.03995,200000,226084.21110372443,26084.211103724432,1.1304210555186223
2020-03-29,-1,-0.6205742624249638,29854008.162397504,0.00353,-2834444.5619489835,0.03773,200000,212328.24213559832,12328.242135598324,1.0616412106779916
2020-03-30,-1,-0.3734750016959986,29854008.162397504,0.00379,-2834444.5619489835,0.04004,200000,226637.8511959238,26637.85119592381,1.133189255979619
2020-03-31,-1,-0.6230252115122934,29854008.162397504,0.00382,-2834444.5619489835,0.04071,200000,229432.5492973016,29432.549297301593,1.147162746486508
2020-04-01,0,-0.1606069569950574,0.0,0.00387,0.0,0.04079,200000,210851.27971994708,10851.27971994708,1.0542563985997353
2020-04-02,0,0.20692637669847525,0.0,0.00396,0.0,0.04123,200000,210851.27971994708,10851.27971994708,1.0542563985997353
2020-04-03,0,-0.12237169667600291,0.0,0.00395,0.0,0.0414,200000,210851.27971994708,10851.27971994708,1.0542563985997353
