date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,ETCUSDT_position,ETCUSDT_price,init,total_asset,pnl,return
2020-01-22,-1,-1.0953803671108993,840336.1344537815,0.119,-10700.108071091518,9.3457,200000,200000.0,0.0,1.0
2020-01-23,-1,-0.9535674073804159,840336.1344537815,0.10858,-10700.108071091518,8.4421,200000,181575.0798259533,-18424.92017404671,0.9078753991297664
2020-01-24,-1,-1.0655001176554082,840336.1344537815,0.10494,-10700.108071091518,8.6118,200000,180332.0646362058,-19667.93536379421,0.901660323181029
2020-01-25,-1,-0.9834949595765757,840336.1344537815,0.10189,-10700.108071091518,8.3966,200000,175466.3761692228,-24533.623830777186,0.8773318808461141
2020-01-26,-2,-1.216368275288559,0.0,0.10222,0.0,9.19,200000,212434.83350946548,12434.833509465476,1.0621741675473273
2020-01-27,-2,-1.4736512220275433,0.0,0.10459,0.0,10.4161,200000,212434.83350946548,12434.833509465476,1.0621741675473273
2020-01-28,-2,-1.5395911826001496,0.0,0.10936,0.0,11.3697,200000,212434.83350946548,12434.833509465476,1.0621741675473273
2020-01-29,-2,-1.7543014142269215,0.0,0.10434,0.0,12.2231,200000,212434.83350946548,12434.833509465476,1.0621741675473273
2020-01-30,-2,-1.6173898427087388,0.0,0.10431,0.0,12.2842,200000,212434.83350946548,12434.833509465476,1.0621741675473273
2020-01-31,-1,-1.1754082696787103,998471.6747013794,0.10638,-9368.267485864591,11.338,200000,212434.83350946545,12434.833509465447,1.0621741675473273
2020-02-01,-2,-1.2035629617771442,0.0,0.10527,0.0,11.5282,200000,215324.98154419544,15324.981544195442,1.0766249077209773
2020-02-02,-1,-1.1453191810249375,1020981.4203138712,0.10545,-9472.49562477764,11.3658,200000,215324.98154419544,15324.981544195442,1.0766249077209773
2020-02-03,-1,-1.1388356104037543,1020981.4203138712,0.10829,-9472.49562477764,11.7782,200000,222131.02597354513,22131.025973545125,1.1106551298677256
2020-02-04,-1,-0.21473964228234135,1020981.4203138712,0.122,-9472.49562477764,11.4111,200000,232651.32810219243,32651.328102192434,1.1632566405109621
2020-02-05,-1,-0.6221695770128177,1020981.4203138712,0.122,-9472.49562477764,12.3345,200000,241398.23056211212,41398.23056211212,1.2069911528105606
2020-02-06,-1,-0.3579129733447178,1020981.4203138712,0.12425,-9472.49562477764,12.1132,200000,241599.175476055,41599.17547605501,1.207995877380275
2020-02-07,0,-0.0542075443410181,0.0,0.1245,0.0,11.6967,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-08,0,-0.4188623033588458,0.0,0.1164,0.0,11.6984,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-09,0,0.03054618715899214,0.0,0.12284,0.0,11.7025,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-10,0,0.4980805327418137,0.0,0.13064,0.0,11.8387,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-11,0,0.36263045584530795,0.0,0.12814,0.0,11.96,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-12,1,1.0613851168249668,-719641.7671564877,0.13827,8151.192485273486,12.2074,200000,199009.7342894551,-990.2657105448889,0.9950486714472756
2020-02-13,2,2.97627751057866,0.0,0.17192,0.0,12.055,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-14,2,1.9829731503187014,0.0,0.15827,0.0,12.0094,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-15,2,2.1929581307290773,0.0,0.14694,0.0,10.4066,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-16,2,1.841589861350311,0.0,0.13454,0.0,9.5637,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-17,2,1.6504255165638357,0.0,0.13716,0.0,9.6792,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-18,2,1.5419700408558819,0.0,0.14134,0.0,9.8629,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-19,2,1.409569702174841,0.0,0.12664,0.0,8.813,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-20,2,1.4994349435354795,0.0,0.13247,0.0,8.8702,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-21,0,0.7628880839504617,0.0,0.12776,0.0,9.4157,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-22,0,0.6647428877303022,0.0,0.12846,0.0,9.4958,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-23,1,1.0805483878907123,-793228.926033736,0.14149,11518.381833199572,9.7439,200000,224467.9214890266,24467.9214890266,1.122339607445133
2020-02-24,2,1.586129906530601,0.0,0.14836,0.0,9.3481,200000,234476.37974045874,34476.37974045874,1.1723818987022936
2020-02-25,0,0.8990815173265768,0.0,0.13481,0.0,9.1742,200000,234476.37974045874,34476.37974045874,1.1723818987022936
2020-02-26,1,1.1695810304544185,-990271.0522022923,0.11839,15260.819008660086,7.6823,200000,234476.37974045874,34476.37974045874,1.1723818987022936
2020-02-27,2,1.2578340321128554,0.0,0.12192,0.0,7.7166,200000,237448.59046273582,37448.590462735825,1.1872429523136792
2020-02-28,2,1.3976914790034598,0.0,0.12082,0.0,7.4529,200000,237448.59046273582,37448.590462735825,1.1872429523136792
2020-02-29,1,1.1606809746227655,-1013697.8759508872,0.11712,16144.179389633928,7.354,200000,237448.59046273582,37448.590462735825,1.1872429523136792
2020-03-01,1,0.5880647539360623,-1013697.8759508872,0.11707,16144.179389633928,7.7346,200000,243542.38024463295,43542.38024463295,1.2177119012231647
2020-03-02,1,0.574621618671579,-1013697.8759508872,0.1284,16144.179389633928,8.456,200000,266673.98819083837,66673.98819083837,1.333369940954192
2020-03-03,1,0.9088781266489644,-1013697.8759508872,0.1317,16144.179389633928,8.4782,200000,270377.5919639262,70377.59196392621,1.351887959819631
2020-03-04,2,1.824344417089244,0.0,0.13182,0.0,7.9381,200000,242920.13405772863,42920.13405772863,1.2146006702886432
2020-03-05,2,2.1775505467527614,0.0,0.14123,0.0,8.1748,200000,242920.13405772863,42920.13405772863,1.2146006702886432
2020-03-06,1,1.1821075324165862,-901239.6455358338,0.13477,14778.141482298644,8.2189,200000,242920.13405772863,42920.13405772863,1.2146006702886432
2020-03-07,2,1.8524405266418256,0.0,0.13575,0.0,7.8017,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-08,2,1.421809439275568,0.0,0.11028,0.0,6.4442,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-09,0,0.08829773893230936,0.0,0.10849,0.0,6.9302,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-10,0,0.45959575665612395,0.0,0.11022,0.0,6.8285,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-11,0,-0.5950763604529211,0.0,0.09894,0.0,6.5922,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-12,-2,-1.6888393273650846,0.0,0.05167,0.0,3.7168,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-13,-2,-2.553284749685821,0.0,0.06151,0.0,4.8432,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-14,-2,-1.8370952521987305,0.0,0.061,0.0,4.5898,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-15,-2,-2.1633953162673345,0.0,0.06199,0.0,5.0484,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-16,-2,-2.0989074930896456,0.0,0.05307,0.0,4.4987,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-17,-2,-1.5732126939157836,0.0,0.05667,0.0,4.6047,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-18,-2,-1.3975184182366862,0.0,0.05667,0.0,4.6039,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-19,0,-0.9253223097447145,0.0,0.06557,0.0,5.0403,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-20,0,0.04893854088508932,0.0,0.07224,0.0,4.8869,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-21,0,-0.06409035611683907,0.0,0.07283,0.0,5.008,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-22,0,-0.4223678046677594,0.0,0.06342,0.0,4.5935,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-23,0,-0.25459657740657976,0.0,0.06977,0.0,4.9669,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-24,0,-0.18569461006773458,0.0,0.07122,0.0,5.0657,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-25,0,-0.2166310060485669,0.0,0.06956,0.0,5.0181,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-26,0,0.04918833483694579,0.0,0.07231,0.0,5.0968,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-27,0,0.45085573955555236,0.0,0.0718,0.0,4.9209,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-28,0,0.5978074503110236,0.0,0.07,0.0,4.8133,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-29,0,-0.14092161689603744,0.0,0.06537,0.0,4.8126,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-30,1,1.039249804581588,-1720363.314086502,0.07265,25234.58877998433,4.9529,200000,249968.78953676875,49968.789536768745,1.2498439476838437
2020-03-31,2,1.4191279197154822,0.0,0.07421,0.0,4.9341,200000,253126.9665758074,53126.9665758074,1.265634832879037
2020-04-01,1,1.0347642899916485,-1708701.0029418617,0.07407,25184.75808650131,5.0254,200000,253126.9665758074,53126.9665758074,1.265634832879037
2020-04-02,2,1.4462721017416251,0.0,0.07811,0.0,5.0957,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-03,0,0.8964658933809855,0.0,0.076,0.0,5.1164,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-04,2,1.205464038707709,0.0,0.0787,0.0,5.1474,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-05,2,1.7562631610472597,0.0,0.08015,0.0,5.0296,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-06,2,1.2498050261291132,0.0,0.08718,0.0,5.6197,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-07,2,1.2172114807926628,0.0,0.08479,0.0,5.4749,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-08,0,0.5745553496801896,0.0,0.08775,0.0,5.8256,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-09,0,0.11548948999190747,0.0,0.08698,0.0,5.8893,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-10,0,0.6893994759920659,0.0,0.07962,0.0,5.2478,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-11,0,0.2862894405328516,0.0,0.07899,0.0,5.2804,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-12,0,0.04929576886435959,0.0,0.07894,0.0,5.3145,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-13,0,0.04976748857640993,0.0,0.07716,0.0,5.1805,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-14,0,-0.08688636939091825,0.0,0.07801,0.0,5.2449,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-15,0,-0.7167034212355685,0.0,0.07443,0.0,5.1002,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-16,-1,-1.0687818793234818,1637041.2660637137,0.07888,-23583.200633203498,5.4755,200000,258259.6301342115,58259.630134211504,1.2912981506710575
2020-04-17,-1,-0.9562250550670226,1637041.2660637137,0.07762,-23583.200633203498,5.3707,200000,253725.43871261147,53725.438712611474,1.2686271935630573
2020-04-18,-2,-1.4865174789624966,0.0,0.08125,0.0,5.6573,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-19,0,-0.14563009646673564,0.0,0.08174,0.0,5.4796,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-20,2,2.012866826186872,0.0,0.08323,0.0,5.2249,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-21,2,2.50956892785723,0.0,0.08578,0.0,5.1993,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-22,2,2.6215994975184773,0.0,0.09174,0.0,5.3867,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-23,2,2.8239251304601334,0.0,0.10075,0.0,5.6028,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-24,2,2.3793126407483443,0.0,0.10163,0.0,5.5931,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-25,2,2.238211227157765,0.0,0.10681,0.0,5.75,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-26,2,1.60319473133974,0.0,0.11209,0.0,6.2159,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-27,2,1.2105950289827128,0.0,0.10775,0.0,6.103,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-28,1,1.1465705337715701,-1186547.1018750318,0.109,21056.222279012498,6.1423,200000,258667.26820875693,58667.26820875693,1.2933363410437846
2020-04-29,1,0.754337190789014,-1186547.1018750318,0.11645,21056.222279012498,6.7433,200000,280161.8337074124,80161.83370741241,1.400809168537062
2020-04-30,2,1.4819860075483071,0.0,0.12033,0.0,6.4418,200000,265804.5083004368,65804.50830043678,1.329022541502184
2020-05-01,2,1.5636901080753431,0.0,0.12735,0.0,6.647,200000,265804.5083004368,65804.50830043678,1.329022541502184
2020-05-02,1,1.1352009190270256,-954209.1768395922,0.13928,17786.94229716918,7.4719,200000,265804.5083004368,65804.50830043678,1.329022541502184
2020-05-03,2,1.6965940225369711,0.0,0.14434,0.0,7.2077,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-04,2,1.625511740337028,0.0,0.14639,0.0,7.214,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-05,2,2.0228784213159403,0.0,0.15591,0.0,7.1905,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-06,2,2.121831405239111,0.0,0.15461,0.0,6.8379,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-07,2,2.068611049197276,0.0,0.16445,0.0,7.09,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-08,2,1.728293390753628,0.0,0.16302,0.0,7.1445,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-09,2,1.4005511576200242,0.0,0.15758,0.0,7.0544,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-10,2,1.5021012834820515,0.0,0.14191,0.0,6.1909,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-11,2,1.8883623101831852,0.0,0.14692,0.0,6.0165,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-12,2,2.873896965565386,0.0,0.17894,0.0,6.0888,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-13,2,1.9465888370956714,0.0,0.17177,0.0,6.2145,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-14,2,1.493969160314636,0.0,0.16809,0.0,6.2779,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-15,2,1.9215711064678298,0.0,0.19186,0.0,6.5011,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-16,2,1.2448363357468988,0.0,0.18355,0.0,6.6938,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-17,2,1.439866590897355,0.0,0.19206,0.0,6.6575,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-18,2,1.3283978501370561,0.0,0.1944,0.0,6.712,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-19,2,1.969034098182279,0.0,0.218,0.0,6.6712,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-20,2,3.0637689434965436,0.0,0.27895,0.0,6.4513,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-21,2,2.415320407987359,0.0,0.264,0.0,6.1255,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-22,2,1.87581736223171,0.0,0.26799,0.0,6.4632,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-23,2,2.0959225200702964,0.0,0.3017,0.0,6.5575,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-24,2,2.3063123115075417,0.0,0.34231,0.0,6.5819,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-25,2,1.9475834097538585,0.0,0.35327,0.0,6.8067,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-26,2,2.2462011173919576,0.0,0.40301,0.0,6.708,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-27,1,1.0669142848583093,-424869.01563199377,0.32402,20317.614186737697,6.7757,200000,275332.1168901572,75332.11689015722,1.3766605844507862
2020-05-28,1,0.7699208820287277,-424869.01563199377,0.31117,20317.614186737697,6.8609,200000,271603.6107679962,71603.61076799617,1.3580180538399809
2020-05-29,1,0.4765184217785038,-424869.01563199377,0.30948,20317.614186737697,7.2254,200000,278291.35250264395,78291.35250264395,1.3914567625132197
2020-05-30,0,-0.014221926833345612,0.0,0.2865,0.0,7.4928,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-05-31,0,-0.3398896978691587,0.0,0.24692,0.0,6.9388,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-01,0,-0.17950791793725493,0.0,0.27108,0.0,7.2045,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-02,0,-0.3565648796403231,0.0,0.25468,0.0,6.9781,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-03,0,-0.07729094513410956,0.0,0.27607,0.0,6.9413,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-04,0,0.020231706797556745,0.0,0.28491,0.0,6.9152,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-05,0,-0.12379102284125934,0.0,0.27883,0.0,6.8436,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-06,0,-0.3923733781337285,0.0,0.27058,0.0,6.862,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-07,0,-0.6043513953003813,0.0,0.26517,0.0,6.8326,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-08,0,-0.9684412614282206,0.0,0.25492,0.0,6.9004,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-09,0,-0.8591229321795891,0.0,0.25235,0.0,6.7826,200000,244821.2702903352,44821.270290335204,1.2241063514516761
2020-06-10,-1,-1.0869799493987156,511750.14692795824,0.2392,-17979.354201452265,6.8084,200000,244821.27029033517,44821.270290335175,1.224106351451676
2020-06-11,-2,-1.3300464681812945,0.0,0.20451,0.0,6.264,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-12,0,-0.29596815714195135,0.0,0.25264,0.0,6.4048,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-13,0,-0.32279163843612424,0.0,0.25154,0.0,6.4923,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-14,0,-0.5780247094461606,0.0,0.23149,0.0,6.3165,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-15,0,-0.3851039021647764,0.0,0.23446,0.0,6.2414,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-16,0,-0.3373271956648159,0.0,0.23414,0.0,6.2527,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-17,0,-0.27181446798391184,0.0,0.23479,0.0,6.2823,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-18,0,-0.8467111643335405,0.0,0.22312,0.0,6.2085,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-19,-1,-1.0417266026990861,564103.1921360249,0.22406,-19933.911811184706,6.3406,200000,252785.9224599955,52785.92245999549,1.2639296122999775
2020-06-20,-1,-1.0225615652570446,564103.1921360249,0.22138,-19933.911811184706,6.2619,200000,249705.32704553072,49705.32704553072,1.2485266352276536
2020-06-21,-1,-0.8803758904511129,564103.1921360249,0.22057,-19933.911811184706,6.2125,200000,248263.66821642802,48263.66821642802,1.24131834108214
2020-06-22,0,0.2368755185914247,0.0,0.24201,0.0,6.3745,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-23,2,1.3379322434910412,0.0,0.25747,0.0,6.3735,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-24,0,0.9711195220153245,0.0,0.24508,0.0,6.2228,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-25,0,0.6024800476449965,0.0,0.23649,0.0,6.1534,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-26,0,0.5627128760332699,0.0,0.2313,0.0,6.044,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-27,0,0.2117380768785736,0.0,0.20986,0.0,5.589,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-28,0,0.942796414794163,0.0,0.22443,0.0,5.7511,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-29,0,0.7651885401082049,0.0,0.226,0.0,5.8253,200000,243336.029771553,43336.029771553,1.216680148857765
2020-06-30,0,0.6413476100738461,0.0,0.22173,0.0,5.7284,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-01,0,0.6854407167096034,0.0,0.22173,0.0,5.7095,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-02,0,0.7011615014431501,0.0,0.21889,0.0,5.6408,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-03,0,0.33556262956420524,0.0,0.21607,0.0,5.6483,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-04,0,0.8777141539615702,0.0,0.22307,0.0,5.6977,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-05,0,0.2022184196856723,0.0,0.21596,0.0,5.6498,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-06,0,-0.1674468091747848,0.0,0.23023,0.0,6.1047,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-07,2,2.0603796276472224,0.0,0.25795,0.0,6.2192,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-08,0,-0.269954382687325,0.0,0.25102,0.0,6.634,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-09,-2,-1.3997474040772613,0.0,0.24106,0.0,6.6456,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-10,0,-0.273704546815259,0.0,0.24307,0.0,6.3821,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-11,0,0.3338582336731212,0.0,0.25334,0.0,6.5017,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-12,2,3.0143432182204744,0.0,0.2805,0.0,6.4603,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-13,0,0.0948472296588355,0.0,0.24542,0.0,6.3015,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-14,0,-0.41889411662208687,0.0,0.24127,0.0,6.3273,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-15,0,-0.4124971674998975,0.0,0.2372,0.0,6.2219,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-16,0,0.09561894863318904,0.0,0.23464,0.0,6.0317,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-17,0,0.7796376396201257,0.0,0.24131,0.0,6.029,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-18,2,1.3865715341558653,0.0,0.24894,0.0,6.0518,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-19,0,0.32949433022567687,0.0,0.2412,0.0,6.1004,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-20,0,0.056525895747751055,0.0,0.23595,0.0,6.0289,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-21,0,-0.2280301138370163,0.0,0.23951,0.0,6.1908,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-22,0,0.7129172074236014,0.0,0.25576,0.0,6.3569,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-23,0,0.6283878296759747,0.0,0.2589,0.0,6.4402,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-24,0,0.5210894842259565,0.0,0.25072,0.0,6.2548,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-25,0,-0.4381480655313391,0.0,0.25877,0.0,6.7067,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-26,0,-0.9406444572885164,0.0,0.25083,0.0,6.6358,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-27,-2,-2.587787903833518,0.0,0.2424,0.0,7.1167,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-28,-2,-1.8987700756514312,0.0,0.25112,0.0,7.2125,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-29,-2,-2.007031813225338,0.0,0.24783,0.0,7.2644,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-30,-2,-1.433492754026977,0.0,0.25745,0.0,7.3422,200000,243336.029771553,43336.029771553,1.216680148857765
2020-07-31,0,-0.8028106997456358,0.0,0.26938,0.0,7.3976,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-01,0,0.996930827518814,0.0,0.31647,0.0,7.833,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-02,0,0.318245017918606,0.0,0.27995,0.0,7.1939,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-03,0,0.772768589886277,0.0,0.28687,0.0,7.1658,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-04,2,2.694253417985232,0.0,0.33185,0.0,7.139,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-05,2,1.4629374914604925,0.0,0.31382,0.0,7.2239,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-06,2,1.6542210293054458,0.0,0.31719,0.0,7.0997,200000,243336.029771553,43336.029771553,1.216680148857765
2020-08-07,2,1.5312668275264076,0.0,0.30778,0.0,6.8756,200000,243336.029771553,43336.029771553,1.216680148857765
