date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,OMGUSDT_position,OMGUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.19305,0.0,0.6214,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.1875,0.0,0.595,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.19338,0.0,0.6248,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.19305,0.0,0.6246,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.19453,0.0,0.6367,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.2231,0.0,0.6864,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.21335,0.0,0.6706,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.2075,0.0,0.6603,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.20373,0.0,0.6373,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.21284,0.0,0.6559,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.21121,0.0,0.6701,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.21539,0.0,0.6943,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.21134,0.0,0.6669,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.23464,0.0,0.735,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.23367,0.0,0.7959,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.229,0.0,0.7749,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.23921,0.0,0.885,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.24357,0.0,0.8392,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.23558,0.0,0.7998,200000,200000.0,0.0,1.0
2020-01-20,0,-0.7283649814050105,0.0,0.23314,0.0,0.7829,200000,200000.0,0.0,1.0
2020-01-21,-2,-1.5798515279475511,0.0,0.23726,0.0,0.838,200000,200000.0,0.0,1.0
2020-01-22,0,-0.9679573595222482,0.0,0.23733,0.0,0.8165,200000,200000.0,0.0,1.0
2020-01-23,0,-0.58104067367718,0.0,0.22586,0.0,0.7638,200000,200000.0,0.0,1.0
2020-01-24,-1,-1.0778667568860156,450004.50004500046,0.22222,-128965.69512509672,0.7754,200000,200000.0,0.0,1.0
2020-01-25,-1,-0.8810894667169564,450004.50004500046,0.21946,-128965.69512509672,0.7607,200000,196862.19186153688,-3137.8081384631223,0.9843109593076844
2020-01-26,-1,-0.5469568615448795,450004.50004500046,0.23131,-128965.69512509672,0.7905,200000,206037.922901798,6037.922901798011,1.0301896145089902
2020-01-27,-1,-0.9031335059041385,450004.50004500046,0.23077,-128965.69512509672,0.8074,200000,207974.44071938784,7974.440719387843,1.0398722035969392
2020-01-28,-1,-0.46417499272031815,450004.50004500046,0.23906,-128965.69512509672,0.8205,200000,213394.42863089967,13394.428630899667,1.0669721431544983
2020-01-29,-1,-1.1304722563291236,450004.50004500046,0.23539,-128965.69512509672,0.8402,200000,214283.53630969892,14283.536309698917,1.0714176815484946
2020-01-30,-2,-1.4447763215460347,0.0,0.24376,0.0,0.888,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-01-31,-2,-1.865631044339231,0.0,0.23946,0.0,0.901,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-01,-2,-1.7981076335680597,0.0,0.24141,0.0,0.9168,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-02,-2,-1.9033629627275832,0.0,0.25093,0.0,0.968,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-03,-2,-1.676190075496621,0.0,0.25453,0.0,0.9721,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-04,0,-0.6803143127491943,0.0,0.26737,0.0,0.9776,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-05,-1,-1.0014662425662058,368741.341434645,0.27774,-98874.51261832235,1.0358,200000,204828.4403401166,4828.440340116591,1.024142201700583
2020-02-06,-2,-1.9261876172351007,0.0,0.28325,0.0,1.1183,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-07,-2,-2.0014790831028884,0.0,0.27953,0.0,1.1322,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-08,-2,-2.1031688230478647,0.0,0.27735,0.0,1.1608,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-09,-2,-1.3405771838709704,0.0,0.28257,0.0,1.1323,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-10,-2,-1.5029595832156946,0.0,0.27338,0.0,1.1236,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-11,-2,-1.7324218003322813,0.0,0.281,0.0,1.1979,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-12,-1,-1.1566639839034547,346655.6394646585,0.30427,-84415.29525403092,1.2495,200000,210953.8228398233,10953.82283982329,1.0547691141991165
2020-02-13,-1,-0.4899992100910334,346655.6394646585,0.32709,-84415.29525403092,1.2846,200000,221827.48139582324,21827.48139582324,1.1091374069791162
2020-02-14,-1,-0.9298861790395149,346655.6394646585,0.33594,-84415.29525403092,1.371,200000,232188.86531503376,32188.865315033763,1.1609443265751689
2020-02-15,-1,-1.1979136302022613,346655.6394646585,0.30729,-84415.29525403092,1.2868,200000,215149.4133839819,15149.413383981911,1.0757470669199096
2020-02-16,-1,-0.6126241119204269,346655.6394646585,0.29224,-84415.29525403092,1.182,200000,201085.52306741633,1085.5230674163322,1.0054276153370816
2020-02-17,-1,-0.7022663783631243,346655.6394646585,0.28736,-84415.29525403092,1.1726,200000,198600.33977144095,-1399.6602285590488,0.9930016988572048
2020-02-18,-1,-0.31452641270160137,346655.6394646585,0.29827,-84415.29525403092,1.1974,200000,204475.85212030032,4475.852120300318,1.0223792606015016
2020-02-19,0,-0.1480687813307248,0.0,0.27466,0.0,1.0986,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-20,0,-0.022349639213935076,0.0,0.2709,0.0,1.081,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-21,0,0.06911565866130152,0.0,0.27418,0.0,1.0929,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-22,0,-0.10675273246546765,0.0,0.27468,0.0,1.1046,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-23,0,-0.06012095341449294,0.0,0.28298,0.0,1.1389,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-24,0,0.7674111283347534,0.0,0.2704,0.0,1.0671,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-25,2,1.3649228787941086,0.0,0.25209,0.0,0.9893,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-26,2,2.7934400177462004,0.0,0.22915,0.0,0.856,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-27,2,2.140990049032973,0.0,0.2385,0.0,0.8951,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-28,2,2.616550211380845,0.0,0.23663,0.0,0.855,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-02-29,2,2.2364994362647956,0.0,0.22892,0.0,0.8225,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-03-01,2,1.344927910028152,0.0,0.22696,0.0,0.841,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-03-02,1,1.0727998195087638,-435094.80814454163,0.23958,116482.30431921921,0.8949,200000,208480.02827053855,8480.028270538547,1.0424001413526927
2020-03-03,1,0.6979686500067992,-435094.80814454163,0.23428,116482.30431921921,0.8864,200000,205183.92620065913,5183.926200659131,1.0259196310032956
2020-03-04,1,0.4176387678370875,-435094.80814454163,0.23453,116482.30431921921,0.8969,200000,206515.76409804705,6515.764098047046,1.0325788204902353
2020-03-05,0,0.08956139636598351,0.0,0.23909,0.0,0.9253,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-06,0,0.20894163551382666,0.0,0.24477,0.0,0.9392,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-07,0,0.16464852064062033,0.0,0.23622,0.0,0.9058,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-08,0,0.6489394483754235,0.0,0.20385,0.0,0.7655,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-09,0,0.5222665798789939,0.0,0.20952,0.0,0.7883,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-10,0,0.6909183657447704,0.0,0.21185,0.0,0.7904,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-11,2,1.5026674455671671,0.0,0.20813,0.0,0.7522,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-12,2,3.7277225700970655,0.0,0.13549,0.0,0.4069,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-13,2,2.2280562908156574,0.0,0.15872,0.0,0.5034,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-14,2,1.7691956537383007,0.0,0.14588,0.0,0.4684,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-15,2,1.5032824198580128,0.0,0.15308,0.0,0.4939,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-16,2,1.8461262250222188,0.0,0.14102,0.0,0.4349,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-17,2,1.2284676123107032,0.0,0.14694,0.0,0.4697,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-18,2,1.2795173165519393,0.0,0.1476,0.0,0.4644,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-19,0,0.6517193768388746,0.0,0.1646,0.0,0.5429,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-20,0,0.34478951523129686,0.0,0.15695,0.0,0.53,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-21,0,0.5114153910175605,0.0,0.15797,0.0,0.5231,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-22,0,0.734343496359931,0.0,0.14776,0.0,0.477,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-23,0,0.7941525012515239,0.0,0.15854,0.0,0.5057,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-24,0,0.4103524737349797,0.0,0.16225,0.0,0.531,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-25,0,0.8105994133555693,0.0,0.16168,0.0,0.5096,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-26,2,1.5458301784478743,0.0,0.17593,0.0,0.5208,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-27,2,1.63394525465127,0.0,0.17269,0.0,0.5032,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-28,2,1.6618051051853233,0.0,0.17543,0.0,0.5051,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-29,2,1.5762912461381018,0.0,0.16278,0.0,0.4682,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-30,1,1.0140508875417606,-598193.576914573,0.17112,201422.441719051,0.5082,200000,204725.76976324344,4725.769763243443,1.0236288488162173
2020-03-31,1,0.9526129597548966,-598193.576914573,0.17353,201422.441719051,0.516,200000,207738.51132901618,7738.511329016183,1.0386925566450809
2020-04-01,1,0.441610586448635,-598193.576914573,0.17494,201422.441719051,0.5337,200000,212147.14149089291,12147.141490892915,1.0607357074544645
2020-04-02,0,0.08919285149463275,0.0,0.17828,0.0,0.5527,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-03,0,0.5121874666858437,0.0,0.17957,0.0,0.5439,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-04,0,0.35712878096169137,0.0,0.18114,0.0,0.5513,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-05,0,0.4865561770058171,0.0,0.17925,0.0,0.5416,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-06,0,0.40983120362119174,0.0,0.19803,0.0,0.599,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-07,0,-0.21091113512949294,0.0,0.19285,0.0,0.6005,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-08,0,-0.11897883348013082,0.0,0.20192,0.0,0.6238,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-09,0,-0.06197098880259808,0.0,0.19829,0.0,0.608,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-10,0,0.7616992533794472,0.0,0.18758,0.0,0.5556,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-11,0,0.4409522641326962,0.0,0.1885,0.0,0.5631,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-12,0,0.4294093386574832,0.0,0.18939,0.0,0.5646,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-13,0,0.6591669719744517,0.0,0.18763,0.0,0.5548,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-14,0,0.44058847304845783,0.0,0.18613,0.0,0.5523,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-15,2,1.2100935533106043,0.0,0.1805,0.0,0.5256,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-16,0,0.5229006640674924,0.0,0.19053,0.0,0.5643,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-17,0,-0.1613281458706836,0.0,0.18863,0.0,0.5685,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-18,0,-0.660348453424942,0.0,0.19544,0.0,0.5959,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-19,0,-0.9064296479815155,0.0,0.18901,0.0,0.5799,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-20,0,0.5709200065092151,0.0,0.18151,0.0,0.5423,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-21,0,-0.8214573108584338,0.0,0.18341,0.0,0.5621,200000,200045.53711745405,45.53711745404871,1.0002276855872703
2020-04-22,-1,-1.0104051513956283,531922.8279021858,0.18804,-173139.6374566852,0.5777,200000,200045.53711745408,45.537117454077816,1.0002276855872705
2020-04-23,-2,-1.2598267639616538,0.0,0.1926,0.0,0.5956,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-24,-2,-2.3428354315347257,0.0,0.19325,0.0,0.6169,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-25,-2,-2.44126042504481,0.0,0.19418,0.0,0.6316,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-26,-2,-2.6664468134547903,0.0,0.19618,0.0,0.6604,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-27,-2,-2.05334301634113,0.0,0.19747,0.0,0.6585,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-28,0,-0.43969911319538724,0.0,0.21416,0.0,0.6682,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-29,-2,-2.033674106555569,0.0,0.22648,0.0,0.7687,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-04-30,-2,-2.156824202734175,0.0,0.21135,0.0,0.7392,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-05-01,-2,-1.704526970914655,0.0,0.21786,0.0,0.7536,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-05-02,-1,-1.1003312831348309,448654.76447917824,0.22369,-133616.80770383088,0.7511,200000,200719.16853269475,719.1685326947481,1.0035958426634737
2020-05-03,-1,-0.7909124701355332,448654.76447917824,0.21936,-133616.80770383088,0.7266,200000,195502.88161375606,-4497.118386243936,0.9775144080687803
2020-05-04,-1,-0.6300828481167507,448654.76447917824,0.21776,-133616.80770383088,0.7177,200000,193595.84440202528,-6404.155597974721,0.9679792220101264
2020-05-05,-1,-0.43356057168077045,448654.76447917824,0.21688,-133616.80770383088,0.7099,200000,192158.8171091937,-7841.182890806289,0.9607940855459686
2020-05-06,0,-0.0586392330869869,0.0,0.21158,0.0,0.682,200000,196919.45631820292,-3080.5436817970767,0.9845972815910147
2020-05-07,0,-0.07138359605780206,0.0,0.21862,0.0,0.7076,200000,196919.45631820292,-3080.5436817970767,0.9845972815910147
2020-05-08,-2,-1.4706925063879672,0.0,0.21865,0.0,0.7625,200000,196919.45631820292,-3080.5436817970767,0.9845972815910147
2020-05-09,0,-0.9980988621770304,0.0,0.21642,0.0,0.7409,200000,196919.45631820292,-3080.5436817970767,0.9845972815910147
2020-05-10,0,-0.9545244066337197,0.0,0.19702,0.0,0.675,200000,196919.45631820292,-3080.5436817970767,0.9845972815910147
2020-05-11,-1,-1.1037805852735068,511372.84802691115,0.19254,-147726.5238696196,0.6665,200000,196919.4563182029,-3080.543681797106,0.9845972815910145
2020-05-12,-2,-2.029351336246012,0.0,0.19711,0.0,0.7172,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-13,-2,-2.438674991240338,0.0,0.20177,0.0,0.7635,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-14,-2,-3.4649356921593055,0.0,0.20386,0.0,0.9453,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-15,-2,-2.773029692362799,0.0,0.19818,0.0,0.9551,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-16,-2,-2.09145752540625,0.0,0.19969,0.0,0.9323,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-17,-2,-1.9419417200310374,0.0,0.20131,0.0,0.9721,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-18,-2,-1.8248693479539158,0.0,0.20543,0.0,1.0218,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-19,-2,-2.084590727833632,0.0,0.20496,0.0,1.1794,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-20,-2,-1.8025457838995977,0.0,0.20179,0.0,1.1679,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-21,-2,-2.232080219060988,0.0,0.19434,0.0,1.5427,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-22,-2,-2.0697269766576563,0.0,0.20034,0.0,1.8003,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-23,-2,-1.8436730969538142,0.0,0.19883,0.0,1.8737,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
