date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,XMRUSDT_position,XMRUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.002383,0.0,45.82,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.002297,0.0,45.5,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.002403,0.0,50.93,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.002429,0.0,50.37,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.002412,0.0,53.69,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.002461,0.0,58.91,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.002382,0.0,58.36,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.002511,0.0,59.44,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.002395,0.0,58.68,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.002402,0.0,58.42,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.002403,0.0,58.25,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.002452,0.0,59.19,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.002456,0.0,57.72,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.002572,0.0,62.55,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.002567,0.0,68.47,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.002584,0.0,65.63,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.002598,0.0,68.95,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.002591,0.0,67.0,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.00246,0.0,65.17,200000,200000.0,0.0,1.0
2020-01-20,0,-0.6306327903206066,0.0,0.002579,0.0,64.96,200000,200000.0,0.0,1.0
2020-01-21,0,-0.9684042665062784,0.0,0.002514,0.0,65.87,200000,200000.0,0.0,1.0
2020-01-22,0,-0.7930720294391174,0.0,0.002515,0.0,65.0,200000,200000.0,0.0,1.0
2020-01-23,0,-0.32301419564006456,0.0,0.002492,0.0,62.55,200000,200000.0,0.0,1.0
2020-01-24,0,-0.2850662119216435,0.0,0.002449,0.0,61.67,200000,200000.0,0.0,1.0
2020-01-25,0,0.3400617074278618,0.0,0.002489,0.0,61.35,200000,200000.0,0.0,1.0
2020-01-26,0,-0.5395369306804756,0.0,0.0025,0.0,63.97,200000,200000.0,0.0,1.0
2020-01-27,0,-0.32728259766287643,0.0,0.002574,0.0,65.44,200000,200000.0,0.0,1.0
2020-01-28,0,-0.8640094241331141,0.0,0.0026,0.0,67.71,200000,200000.0,0.0,1.0
2020-01-29,-2,-2.3377642118867805,0.0,0.002481,0.0,70.02,200000,200000.0,0.0,1.0
2020-01-30,-2,-2.668926523517674,0.0,0.002498,0.0,74.83,200000,200000.0,0.0,1.0
2020-01-31,-2,-1.8764282542388209,0.0,0.002482,0.0,72.16,200000,200000.0,0.0,1.0
2020-02-01,-2,-1.7594856565664068,0.0,0.002496,0.0,73.22,200000,200000.0,0.0,1.0
2020-02-02,-2,-1.7290131286716885,0.0,0.002528,0.0,74.89,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.714095719962429,0.0,0.002553,0.0,76.74,200000,200000.0,0.0,1.0
2020-02-04,0,-0.3112581594847332,0.0,0.002754,0.0,75.17,200000,200000.0,0.0,1.0
2020-02-05,0,-0.1061526180424913,0.0,0.002882,0.0,77.84,200000,200000.0,0.0,1.0
2020-02-06,0,0.5364637068699691,0.0,0.003024,0.0,78.3,200000,200000.0,0.0,1.0
2020-02-07,1,1.1493225778330254,-31250000.0,0.0032,1258.1781580271766,79.48,200000,200000.0,0.0,1.0
2020-02-08,0,0.07619623041340332,0.0,0.003031,0.0,80.64,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-09,0,0.30332543034362736,0.0,0.003333,0.0,87.59,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-10,2,1.3802667661643873,0.0,0.003465,0.0,84.53,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-11,0,0.9050662182941879,0.0,0.003563,0.0,89.36,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-12,0,0.7562407809712408,0.0,0.00372,0.0,94.29,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-13,2,1.7410979284434893,0.0,0.003918,0.0,92.25,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-14,0,0.9730348229000184,0.0,0.003836,0.0,95.16,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-15,0,0.4361714342660913,0.0,0.003458,0.0,89.1,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-16,0,-0.07916292211552685,0.0,0.003274,0.0,87.8,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-17,1,1.1229254198780256,-28681992.18413305,0.003369,1169.9919078380462,82.59,200000,193259.26333668848,-6740.736663311516,0.9662963166834424
2020-02-18,1,0.5334760359025058,-28681992.18413305,0.003394,1169.9919078380462,86.34,200000,198363.78279568447,-1636.2172043155297,0.9918189139784224
2020-02-19,1,0.6147781479583013,-28681992.18413305,0.003088,1169.9919078380462,77.69,200000,179466.66318454067,-20533.336815459334,0.8973333159227034
2020-02-20,1,0.9838717996573286,-28681992.18413305,0.003129,1169.9919078380462,76.39,200000,179121.63538390066,-20878.364616099338,0.8956081769195033
2020-02-21,0,0.13841641516902328,0.0,0.003134,0.0,80.29,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-22,0,0.4716428626154347,0.0,0.003154,0.0,78.9,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-23,0,-0.7269784577318359,0.0,0.003246,0.0,85.05,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-24,0,0.25930553815242724,0.0,0.003151,0.0,79.2,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-25,0,-0.5765040595938556,0.0,0.002966,0.0,76.49,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-26,-2,-2.113525554351709,0.0,0.002565,0.0,70.61,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-27,0,-0.6403330756189423,0.0,0.002696,0.0,70.26,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-28,0,0.7336512903221925,0.0,0.00277,0.0,68.41,200000,189209.97656144472,-10790.023438555276,0.9460498828072236
2020-02-29,1,1.0478923271248883,-34922476.29410201,0.002709,1435.1484872682397,65.92,200000,189209.9765614447,-10790.023438555305,0.9460498828072235
2020-03-01,2,1.5954270908175276,0.0,0.002713,0.0,64.53,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-02,0,0.04973885534043549,0.0,0.002732,0.0,68.78,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-03,2,1.8277660707115888,0.0,0.002823,0.0,65.89,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-04,2,2.3545771683513927,0.0,0.002906,0.0,65.68,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-05,2,1.8880985914924568,0.0,0.00301,0.0,68.46,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-06,2,1.3528631644168012,0.0,0.002987,0.0,69.13,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-07,2,1.572903579065067,0.0,0.002896,0.0,65.71,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-08,2,1.5183408329804702,0.0,0.002504,0.0,56.44,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-09,2,1.7158420677595712,0.0,0.002535,0.0,55.77,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-10,2,1.4831470152143396,0.0,0.002487,0.0,54.82,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-11,0,0.9743284655648315,0.0,0.002398,0.0,54.2,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-12,-2,-2.062005589172937,0.0,0.001116,0.0,31.81,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-13,-1,-1.1992462470925926,69177340.15326247,0.001383,-2591.339692089978,36.92,200000,191344.52286392398,-8655.47713607602,0.9567226143196199
2020-03-14,0,-0.1677166952038815,0.0,0.00148,0.0,36.21,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-15,0,0.4031966545652258,0.0,0.001626,0.0,38.01,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-16,0,0.7661469086214963,0.0,0.001501,0.0,34.0,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-17,0,0.1380426662508034,0.0,0.001541,0.0,36.26,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-18,0,-0.902116283464632,0.0,0.001476,0.0,37.12,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-19,0,-0.08562481209705998,0.0,0.001718,0.0,40.87,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-20,0,0.8140745367059978,0.0,0.0018,0.0,40.33,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-21,0,-0.03994730785300062,0.0,0.001746,0.0,41.23,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-22,0,-0.38585202232620885,0.0,0.001587,0.0,38.21,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-23,-2,-1.5248240692668429,0.0,0.00169,0.0,44.45,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-24,-2,-2.1204273537533167,0.0,0.001657,0.0,47.26,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-25,-2,-1.8239268030984868,0.0,0.001651,0.0,47.15,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-26,-2,-1.7445785692387554,0.0,0.001725,0.0,50.28,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-27,-2,-1.2694034853087,0.0,0.001696,0.0,47.7,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-28,-1,-1.0400607928525216,53858123.06649193,0.001697,-1940.0814019069583,47.11,200000,182794.4696876736,-17205.530312326388,0.913972348438368
2020-03-29,-1,-0.9917123523270721,53858123.06649193,0.001578,-1940.0814019069583,44.04,200000,170429.30313890672,-29570.69686109328,0.8521465156945336
2020-03-30,-1,-0.7214446141871717,53858123.06649193,0.001697,-1940.0814019069583,46.41,200000,181436.41270633874,-18563.587293661258,0.9071820635316937
2020-03-31,-1,-0.6806634875421164,53858123.06649193,0.001734,-1940.0814019069583,47.6,200000,185737.86012806825,-14262.139871931751,0.9286893006403413
2020-04-01,-1,-0.854780802128631,53858123.06649193,0.00174,-1940.0814019069583,48.47,200000,187748.87968612622,-12251.120313873776,0.9387443984306311
2020-04-02,-2,-1.2188303238407139,0.0,0.001742,0.0,50.75,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-03,-2,-1.497271812017104,0.0,0.001727,0.0,52.96,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-04,-2,-1.458593132823077,0.0,0.001737,0.0,54.11,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-05,-2,-1.3046096121101103,0.0,0.001715,0.0,53.15,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-06,-2,-1.3947517756503154,0.0,0.00185,0.0,58.93,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-07,-1,-1.0986718727390499,52267917.02527128,0.001793,-1675.3016665411408,55.94,200000,187432.75045262283,-12567.24954737717,0.9371637522631141
2020-04-08,-1,-1.0598094846037203,52267917.02527128,0.001843,-1675.3016665411408,57.88,200000,193296.2315369762,-6703.768463023793,0.9664811576848811
2020-04-09,-2,-1.2060757226879513,0.0,0.001828,0.0,58.4,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-10,-2,-1.2548538523432466,0.0,0.00167,0.0,53.7,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-11,-2,-1.3537278856999115,0.0,0.001666,0.0,53.86,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-12,0,-0.883747435387239,0.0,0.001708,0.0,53.68,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-13,0,-0.9489932530938874,0.0,0.001668,0.0,52.98,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-14,0,-0.6614685472301716,0.0,0.001727,0.0,54.09,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-15,-2,-1.3039590253271414,0.0,0.001609,0.0,53.12,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-16,-2,-1.5523791774805131,0.0,0.001669,0.0,56.9,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-17,-2,-1.4610206727681603,0.0,0.001641,0.0,56.21,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-18,-2,-1.3104503828092915,0.0,0.001698,0.0,58.04,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-19,-2,-1.4701443964305763,0.0,0.001639,0.0,57.05,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-20,0,-0.7528182296090004,0.0,0.001646,0.0,54.69,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-21,-1,-1.0542272347786397,58126414.04915121,0.001632,-1720.390056732223,55.14,200000,189724.61545642954,-10275.384543570457,0.9486230772821477
2020-04-22,-1,-0.7546221246680445,58126414.04915121,0.001706,-1720.390056732223,56.95,200000,197139.87609875208,-2860.12390124792,0.9856993804937604
2020-04-23,-2,-1.3911260370678682,0.0,0.00172,0.0,59.27,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-24,-2,-1.485662031753037,0.0,0.001741,0.0,60.68,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-25,0,-0.3254441280463114,0.0,0.001818,0.0,60.55,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-26,0,0.1044579383841278,0.0,0.001869,0.0,61.33,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-27,0,-0.5323020346279963,0.0,0.00185,0.0,62.36,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-28,0,0.2356746042275334,0.0,0.001887,0.0,62.07,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-29,0,-0.8632401676224654,0.0,0.001937,0.0,66.32,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-04-30,1,1.0971147839807718,-49411005.65835266,0.00194,1539.1353721452176,62.28,200000,191714.70195440832,-8285.298045591684,0.9585735097720416
2020-05-01,2,1.9532898143164983,0.0,0.002047,0.0,63.45,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-02,2,2.1868986517526325,0.0,0.002115,0.0,64.54,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-03,2,2.1044135737465854,0.0,0.00206,0.0,62.37,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-04,2,2.064833090813139,0.0,0.002033,0.0,61.06,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-05,2,2.345781545884493,0.0,0.002086,0.0,60.31,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-06,2,2.126281049253295,0.0,0.002025,0.0,57.85,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-07,0,0.7387829751347095,0.0,0.002095,0.0,64.6,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-08,2,1.968956181974815,0.0,0.002254,0.0,63.39,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-09,0,0.921596548627805,0.0,0.002112,0.0,63.05,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-10,0,0.012708852162893988,0.0,0.001862,0.0,58.85,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-11,0,-0.17849900423826343,0.0,0.00186,0.0,59.36,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-12,1,1.1814671934712646,-46146782.78355606,0.002115,1586.999115239367,61.5,200000,195200.89117444213,-4799.108825557865,0.9760044558722106
2020-05-13,0,-0.02096104707933938,0.0,0.002082,0.0,65.0,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-14,0,0.39854630056425816,0.0,0.002155,0.0,65.28,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-15,2,2.440186258454531,0.0,0.002376,0.0,62.77,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-16,2,3.0095879504669987,0.0,0.002749,0.0,65.42,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-17,2,1.6910650031154795,0.0,0.002534,0.0,65.22,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-18,2,1.3171705830819196,0.0,0.002556,0.0,66.96,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-19,2,2.594614560051224,0.0,0.002951,0.0,66.7,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-20,2,3.6041197159786473,0.0,0.003893,0.0,64.66,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-21,2,4.025902358661081,0.0,0.007618,0.0,61.65,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-22,2,2.4343812216985716,0.0,0.006619,0.0,62.89,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-23,2,2.7959588446702948,0.0,0.009016,0.0,63.46,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-24,2,3.643955798959527,0.0,0.017882,0.0,60.64,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-25,2,2.426557759495081,0.0,0.016088,0.0,61.54,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-26,2,1.6757362042832455,0.0,0.013827,0.0,61.91,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-27,0,0.8780148046269739,0.0,0.010594,0.0,64.47,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-28,0,0.40562835195569097,0.0,0.00866,0.0,67.15,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-29,0,0.6541180972165158,0.0,0.010282,0.0,66.05,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-30,0,0.46982843608206276,0.0,0.009945,0.0,68.36,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-05-31,0,0.23869110532372978,0.0,0.008509,0.0,64.94,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-01,0,0.19868693717508643,0.0,0.00896,0.0,67.72,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-02,0,0.07917668014950349,0.0,0.0085,0.0,66.66,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-03,0,0.04008496180659714,0.0,0.00868,0.0,67.16,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-04,0,-0.060416163119489184,0.0,0.008622,0.0,68.14,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-05,0,-0.17104494764852923,0.0,0.008324,0.0,67.45,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-06,0,-0.2655318364639922,0.0,0.008279,0.0,67.7,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-07,0,-0.38184023483436746,0.0,0.008019,0.0,66.39,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-08,0,-0.613254645865393,0.0,0.007737,0.0,68.28,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-09,0,-0.7994881430866676,0.0,0.007345,0.0,67.99,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-10,0,-0.9028038810255504,0.0,0.007026,0.0,69.67,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-11,0,-0.9399924024774874,0.0,0.00626,0.0,63.71,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-12,0,0.17880907721562936,0.0,0.010355,0.0,65.69,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-13,0,0.7767229007989294,0.0,0.011541,0.0,66.58,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-14,0,0.6021638924536759,0.0,0.010087,0.0,65.39,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-15,1,1.1518492166223802,-9214515.59753365,0.010208,1457.6441224178445,64.53,200000,188123.55043924702,-11876.449560752983,0.9406177521962351
2020-06-16,1,0.8304905244278821,-9214515.59753365,0.009892,1457.6441224178445,66.0,200000,187354.50037038059,-12645.499629619415,0.936772501851903
2020-06-17,1,0.47545682921738025,-9214515.59753365,0.009332,1457.6441224178445,65.09,200000,180867.91548436153,-19132.084515638475,0.9043395774218076
2020-06-18,0,0.19407640845698443,0.0,0.008862,0.0,64.93,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-19,0,0.9260309417639345,0.0,0.009719,0.0,64.09,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-20,0,0.6153351306500113,0.0,0.009369,0.0,64.06,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-21,0,0.45504076025141105,0.0,0.009259,0.0,64.48,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-22,0,0.3589301944719499,0.0,0.009419,0.0,66.16,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-23,0,0.5474103672375745,0.0,0.009844,0.0,66.87,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-24,0,0.26139066966629143,0.0,0.009209,0.0,64.83,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-25,0,0.10937022211852343,0.0,0.008983,0.0,64.3,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-26,0,-0.047769510148216204,0.0,0.008785,0.0,64.0,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-27,0,-0.35396919411603,0.0,0.008182,0.0,62.08,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-28,0,-0.34566950497868126,0.0,0.008434,0.0,63.29,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-29,0,-0.6140433053976494,0.0,0.008354,0.0,64.19,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-06-30,0,-0.9101812502132918,0.0,0.00816,0.0,63.48,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-07-01,-2,-1.4029009264535717,0.0,0.008223,0.0,64.52,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-07-02,0,-0.9821074907031324,0.0,0.008552,0.0,65.2,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-07-03,-1,-1.0473593688046192,10689560.22924802,0.008192,-1397.5243759655248,62.66,200000,175137.75479599956,-24862.245204000443,0.8756887739799978
2020-07-04,-2,-1.2235792898495048,0.0,0.008228,0.0,64.22,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-05,-2,-1.2763333892298625,0.0,0.008057,0.0,63.33,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-06,0,-0.47057825786429713,0.0,0.008642,0.0,64.95,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-07,0,0.07435942280428158,0.0,0.008835,0.0,64.59,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-08,0,-0.2782405836361685,0.0,0.008886,0.0,66.27,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-09,-1,-1.1940150341868305,10353017.475380506,0.008545,-1314.9009263841622,67.28,200000,176933.06865425286,-23066.931345747143,0.8846653432712643
2020-07-10,-2,-1.4166079863151548,0.0,0.008389,0.0,67.25,200000,178508.6923526207,-21491.30764737929,0.8925434617631035
2020-07-11,-2,-1.4269559698516003,0.0,0.008508,0.0,68.74,200000,178508.6923526207,-21491.30764737929,0.8925434617631035
2020-07-12,1,1.0502785475565783,9270289.382666219,0.009628,-1289.4300227724698,69.22,200000,178508.6923526207,-21491.30764737929,0.8925434617631035
2020-07-13,0,-1.1424951578164824,0.0,0.008696,0.0,69.26,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-14,0,-0.682388554222361,0.0,0.008655,0.0,67.81,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-15,-2,-1.7371226201043901,0.0,0.00861,0.0,70.63,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-16,-2,-1.2721054177396716,0.0,0.008363,0.0,67.7,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-17,0,-0.8758094872933232,0.0,0.00845,0.0,67.64,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-18,-1,-1.1122235333111417,10069805.825845879,0.008432,-1241.5353520036913,68.39,200000,169817.2054470649,-30182.794552935113,0.8490860272353244
2020-07-19,-2,-1.2974018124057127,0.0,0.008389,0.0,68.91,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-20,-2,-1.4604499028838118,0.0,0.008322,0.0,69.31,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-21,-2,-1.293713330585687,0.0,0.008372,0.0,69.63,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-22,0,-0.9245911761976292,0.0,0.0087,0.0,71.48,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-23,-2,-1.7051483810760149,0.0,0.008471,0.0,73.02,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-24,-2,-1.7231878074594236,0.0,0.008177,0.0,71.54,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-25,-2,-1.6519845431619855,0.0,0.008331,0.0,73.61,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-26,-2,-2.3251300166570483,0.0,0.008188,0.0,78.16,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-27,-2,-2.4387312067136913,0.0,0.007821,0.0,78.43,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-28,-2,-1.8324089910291657,0.0,0.00835,0.0,81.2,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-29,-2,-1.435739119474955,0.0,0.008291,0.0,79.11,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-30,-2,-1.5884636722096124,0.0,0.008183,0.0,80.92,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-07-31,-2,-1.622881618769977,0.0,0.008312,0.0,84.55,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-01,-2,-1.4300602343661475,0.0,0.008929,0.0,89.64,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-02,-2,-1.3443885928830495,0.0,0.008407,0.0,85.0,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-03,-2,-1.4224500448643933,0.0,0.008596,0.0,89.06,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-04,0,-0.5480962112543158,0.0,0.009153,0.0,87.24,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-05,-1,-1.0773688024458568,9607364.823511254,0.008894,-945.324734376691,90.39,200000,170895.8054806182,-29104.194519381796,0.854479027403091
2020-08-06,-2,-1.4045620901004015,0.0,0.00895,0.0,95.49,200000,175178.9491958227,-24821.0508041773,0.8758947459791135
