date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.19305,0.0,0.08656,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.1875,0.0,0.08443,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.19338,0.0,0.08771,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.19305,0.0,0.09394,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.19453,0.0,0.09421,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.2231,0.0,0.09987,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.21335,0.0,0.09608,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.2075,0.0,0.09873,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.20373,0.0,0.09294,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.21284,0.0,0.09509,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.21121,0.0,0.09437,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.21539,0.0,0.09589,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.21134,0.0,0.09703,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.23464,0.0,0.10598,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.23367,0.0,0.10438,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.229,0.0,0.10368,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.23921,0.0,0.11193,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.24357,0.0,0.10876,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.23558,0.0,0.1126,200000,200000.0,0.0,1.0
2020-01-20,-1,-1.000281277033923,428926.82508364075,0.23314,-909256.2284051647,0.10998,200000,200000.0,0.0,1.0
2020-01-21,-1,-0.7534989892474365,428926.82508364075,0.23726,-909256.2284051647,0.11136,200000,203021.95211454373,3021.952114543732,1.0151097605727186
2020-01-22,-2,-2.3023245853186807,0.0,0.23733,0.0,0.119,200000,206404.28778311412,6404.287783114123,1.0320214389155706
2020-01-23,-1,-1.052163039273583,456929.7081889536,0.22586,-950471.0249728962,0.10858,200000,206404.28778311412,6404.287783114123,1.0320214389155706
2020-01-24,-1,-0.6339863217493852,456929.7081889536,0.22222,-950471.0249728962,0.10494,200000,201281.349114405,1281.3491144049913,1.006406745572025
2020-01-25,-1,-0.21268080755756502,456929.7081889536,0.21946,-950471.0249728962,0.10189,200000,197121.28649363614,-2878.713506363856,0.9856064324681807
2020-01-26,0,1.292406956747823,0.0,0.23131,0.0,0.10222,200000,197869.02515465673,-2130.9748453432694,0.9893451257732837
2020-01-27,0,0.5181659276815848,0.0,0.23077,0.0,0.10459,200000,197869.02515465673,-2130.9748453432694,0.9893451257732837
2020-01-28,0,0.1764471982905853,0.0,0.23906,0.0,0.10936,200000,197869.02515465673,-2130.9748453432694,0.9893451257732837
2020-01-29,1,1.1012104719600557,-420300.406038185,0.23539,948193.5267139004,0.10434,200000,197869.02515465673,-2130.9748453432694,0.9893451257732837
2020-01-30,2,1.9566415818150396,0.0,0.24376,0.0,0.10431,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-01-31,0,0.8586291203175075,0.0,0.23946,0.0,0.10638,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-01,2,1.3156368462802122,0.0,0.24141,0.0,0.10527,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-02,2,1.9828662769665057,0.0,0.25093,0.0,0.10545,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-03,2,1.4959916060426663,0.0,0.25453,0.0,0.10829,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-04,0,-0.07916490004721895,0.0,0.26737,0.0,0.122,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-05,0,0.733864735732589,0.0,0.27774,0.0,0.122,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-06,0,0.6929525631261265,0.0,0.28325,0.0,0.12425,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-07,0,0.347520812316229,0.0,0.27953,0.0,0.1245,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-08,2,1.5227861572118195,0.0,0.27735,0.0,0.1164,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-09,0,0.652586962279772,0.0,0.28257,0.0,0.12284,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-10,-2,-1.33447204941819,0.0,0.27338,0.0,0.13064,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-11,0,-0.5500256559077417,0.0,0.281,0.0,0.12814,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-12,0,-0.5829932771070867,0.0,0.30427,0.0,0.13827,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-13,-2,-3.075434806047983,0.0,0.32709,0.0,0.17192,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-14,-1,-1.0242789596518203,299778.80776179937,0.33594,-636303.1065868383,0.15827,200000,201415.38535899777,1415.3853589977662,1.0070769267949888
2020-02-15,-1,-1.1837987794360816,299778.80776179937,0.30729,-636303.1065868383,0.14694,200000,185617.40831899334,-14382.591681006656,0.9280870415949667
2020-02-16,-1,-0.4606573438448178,299778.80776179937,0.29224,-636303.1065868383,0.13454,200000,173215.57874050146,-26784.421259498544,0.8660778937025073
2020-02-17,-1,-1.0593837487120548,299778.80776179937,0.28736,-636303.1065868383,0.13716,200000,173419.77229788143,-26580.227702118573,0.8670988614894071
2020-02-18,-1,-0.8538130423346748,299778.80776179937,0.29827,-636303.1065868383,0.14134,200000,179350.1060760956,-20649.893923904398,0.896750530380478
2020-02-19,-1,-0.30762599882418873,299778.80776179937,0.27466,-636303.1065868383,0.12664,200000,162918.672758013,-37081.32724198699,0.8145933637900651
2020-02-20,-2,-1.225277524700821,0.0,0.2709,0.0,0.13247,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-21,0,-0.3427959137387049,0.0,0.27418,0.0,0.12776,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-22,0,-0.33070378014524177,0.0,0.27468,0.0,0.12846,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-23,-2,-1.428985517840884,0.0,0.28298,0.0,0.14149,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-24,-2,-2.3820732942566205,0.0,0.2704,0.0,0.14836,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-25,-2,-1.757729761098924,0.0,0.25209,0.0,0.13481,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-26,-1,-1.1703377929969119,446206.36889785033,0.22915,-863655.6249087119,0.11839,200000,204496.3788658848,4496.378865884792,1.022481894329424
2020-02-27,-1,-0.9274910707486537,446206.36889785033,0.2385,-863655.6249087119,0.12192,200000,211717.11277100747,11717.112771007465,1.0585855638550372
2020-02-28,-1,-0.8561270174624371,446206.36889785033,0.23663,-863655.6249087119,0.12082,200000,209932.6856737689,9932.685673768894,1.0496634283688444
2020-02-29,-1,-0.819064131283246,446206.36889785033,0.22892,-863655.6249087119,0.11712,200000,203296.90875740425,3296.9087574042496,1.0164845437870214
2020-03-01,-1,-0.8748907294150321,446206.36889785033,0.22696,-863655.6249087119,0.11707,200000,202379.16149311903,2379.161493119027,1.011895807465595
2020-03-02,-2,-1.3510363204307054,0.0,0.23958,0.0,0.1284,200000,208487.63924361643,8487.639243616431,1.0424381962180822
2020-03-03,-2,-1.8407293940445972,0.0,0.23428,0.0,0.1317,200000,208487.63924361643,8487.639243616431,1.0424381962180822
2020-03-04,-2,-1.6751805721523239,0.0,0.23453,0.0,0.13182,200000,208487.63924361643,8487.639243616431,1.0424381962180822
2020-03-05,-2,-1.9744483280985916,0.0,0.23909,0.0,0.14123,200000,208487.63924361643,8487.639243616431,1.0424381962180822
2020-03-06,-1,-1.007712244251531,425884.7882575815,0.24477,-773494.2466558449,0.13477,200000,208487.63924361643,8487.639243616431,1.0424381962180822
2020-03-07,-2,-1.3908206475035163,0.0,0.23622,0.0,0.13575,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-08,0,-0.5670614712067136,0.0,0.20385,0.0,0.11028,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-09,0,0.08858670048915951,0.0,0.20952,0.0,0.10849,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-10,0,0.12471956144490759,0.0,0.21185,0.0,0.11022,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-11,2,1.551447300178434,0.0,0.20813,0.0,0.09894,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-12,2,3.4973607891488925,0.0,0.13549,0.0,0.05167,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-13,2,2.592270438124328,0.0,0.15872,0.0,0.06151,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-14,2,1.601049005641552,0.0,0.14588,0.0,0.061,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-15,2,1.652586099876608,0.0,0.15308,0.0,0.06199,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-16,2,1.9528226395404504,0.0,0.14102,0.0,0.05307,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-17,2,1.5360643499138622,0.0,0.14694,0.0,0.05667,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-18,2,1.3972063636422074,0.0,0.1476,0.0,0.05667,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-19,1,1.0256150549249896,-646679.7647173192,0.1646,1623356.554407057,0.06557,200000,212886.97854494146,12886.978544941463,1.0644348927247074
2020-03-20,0,0.06054692617456036,0.0,0.15695,0.0,0.07224,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-21,0,0.018562150348313912,0.0,0.15797,0.0,0.07283,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-22,0,0.41250474515368923,0.0,0.14776,0.0,0.06342,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-23,0,0.1842470961579014,0.0,0.15854,0.0,0.06977,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-24,0,0.13359559773879257,0.0,0.16225,0.0,0.07122,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-25,0,0.1949493097235474,0.0,0.16168,0.0,0.06956,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-26,0,0.4884785373922412,0.0,0.17593,0.0,0.07231,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-27,0,0.3034766533011969,0.0,0.17269,0.0,0.0718,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-28,0,0.649256634155454,0.0,0.17543,0.0,0.07,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-29,0,0.5031601328751846,0.0,0.16278,0.0,0.06537,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-30,0,-0.3583835137512069,0.0,0.17112,0.0,0.07265,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-03-31,0,-0.5946533358080065,0.0,0.17353,0.0,0.07421,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-01,0,-0.36225311053567905,0.0,0.17494,0.0,0.07407,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-02,0,-0.8452356703228819,0.0,0.17828,0.0,0.07811,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-03,0,-0.2428086370217698,0.0,0.17957,0.0,0.076,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-04,0,-0.62852255359711,0.0,0.18114,0.0,0.0787,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-05,-1,-1.0430793758284458,549824.5191825911,0.17925,-1229644.978957947,0.08015,200000,197112.0901269589,-2887.9098730410915,0.9855604506347946
2020-04-06,-1,-0.6905511392949848,549824.5191825911,0.19803,-1229644.978957947,0.08718,200000,216082.19879928234,16082.198799282341,1.0804109939964117
2020-04-07,-1,-0.6047261222480856,549824.5191825911,0.19285,-1229644.978957947,0.08479,200000,210295.25629020703,10295.256290207035,1.0514762814510352
2020-04-08,-1,-0.249788654269876,549824.5191825911,0.20192,-1229644.978957947,0.08775,200000,218921.91381690867,18921.913816908665,1.0946095690845432
2020-04-09,-1,-0.5934699133410841,549824.5191825911,0.19829,-1229644.978957947,0.08698,200000,215979.22417847824,15979.224178478238,1.0798961208923912
2020-04-10,0,0.24341045253206348,0.0,0.18758,0.0,0.07962,200000,191880.34004332023,-8119.659956679767,0.9594017002166012
2020-04-11,0,0.6124455389077282,0.0,0.1885,0.0,0.07899,200000,191880.34004332023,-8119.659956679767,0.9594017002166012
2020-04-12,0,0.7062500455945399,0.0,0.18939,0.0,0.07894,200000,191880.34004332023,-8119.659956679767,0.9594017002166012
2020-04-13,1,1.0381031835606733,-511326.3871537607,0.18763,1243392.5611931067,0.07716,200000,191880.34004332023,-8119.659956679767,0.9594017002166012
2020-04-14,1,0.37886824032888927,-511326.3871537607,0.18613,1243392.5611931067,0.07801,200000,192170.23413960374,-7829.765860396263,0.9608511706980187
2020-04-15,1,0.9182375560163324,-511326.3871537607,0.1805,1243392.5611931067,0.07443,200000,184840.12121085674,-15159.878789143258,0.9242006060542837
2020-04-16,1,0.7758831665780442,-511326.3871537607,0.19053,1243392.5611931067,0.07888,200000,195501.82177131827,-4498.178228681732,0.9775091088565914
2020-04-17,1,1.122588263322122,-511326.3871537607,0.18863,1243392.5611931067,0.07762,200000,192963.6270086228,-7036.372991377197,0.964818135043114
2020-04-18,1,0.9081139574098587,-511326.3871537607,0.19544,1243392.5611931067,0.08125,200000,200959.27470227092,959.2747022709227,1.0047963735113545
2020-04-19,0,-0.5778984276081702,0.0,0.18901,0.0,0.08174,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-20,-2,-2.2107286538822715,0.0,0.18151,0.0,0.08323,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-21,-2,-2.2514426268484535,0.0,0.18341,0.0,0.08578,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-22,-2,-2.548327323072406,0.0,0.18804,0.0,0.09174,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-23,-2,-2.776307389330864,0.0,0.1926,0.0,0.10075,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-24,-2,-2.281822307525124,0.0,0.19325,0.0,0.10163,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-25,-2,-2.2598009199301337,0.0,0.19418,0.0,0.10681,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-26,-2,-2.1397425589391137,0.0,0.19618,0.0,0.11209,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-27,-2,-1.556814957607661,0.0,0.19747,0.0,0.10775,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-28,0,-0.9170840175240059,0.0,0.21416,0.0,0.109,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-29,0,-0.9118580634957497,0.0,0.22648,0.0,0.11645,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
2020-04-30,-2,-1.4743238165121144,0.0,0.21135,0.0,0.12033,200000,186891.23252732801,-13108.767472671985,0.9344561626366401
