date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,0.002383,0.0,0.01322,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.002297,0.0,0.01284,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.002403,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.002429,0.0,0.01344,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.002412,0.0,0.01353,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.002461,0.0,0.01472,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.002382,0.0,0.01434,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.002511,0.0,0.01402,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.002395,0.0,0.01398,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.002402,0.0,0.01469,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.002403,0.0,0.0146,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.002452,0.0,0.01503,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.002456,0.0,0.01464,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.002572,0.0,0.01677,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.002567,0.0,0.01729,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.002584,0.0,0.01734,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.002598,0.0,0.01758,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.002591,0.0,0.01766,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.00246,0.0,0.01665,200000,200000.0,0.0,1.0
2020-01-20,0,-0.7295756410437026,0.0,0.002579,0.0,0.01661,200000,200000.0,0.0,1.0
2020-01-21,-2,-1.3842329582179387,0.0,0.002514,0.0,0.01732,200000,200000.0,0.0,1.0
2020-01-22,-2,-1.3124706228971172,0.0,0.002515,0.0,0.01743,200000,200000.0,0.0,1.0
2020-01-23,0,-0.5444408723773421,0.0,0.002492,0.0,0.01628,200000,200000.0,0.0,1.0
2020-01-24,0,-0.7744064158829291,0.0,0.002449,0.0,0.01639,200000,200000.0,0.0,1.0
2020-01-25,0,-0.2528216358844995,0.0,0.002489,0.0,0.01613,200000,200000.0,0.0,1.0
2020-01-26,0,-0.7491367020296681,0.0,0.0025,0.0,0.01684,200000,200000.0,0.0,1.0
2020-01-27,0,-0.4998624884315833,0.0,0.002574,0.0,0.01713,200000,200000.0,0.0,1.0
2020-01-28,-2,-1.5644625647942996,0.0,0.0026,0.0,0.0186,200000,200000.0,0.0,1.0
2020-01-29,-2,-2.133709158284627,0.0,0.002481,0.0,0.01866,200000,200000.0,0.0,1.0
2020-01-30,-2,-2.2472058851735484,0.0,0.002498,0.0,0.0195,200000,200000.0,0.0,1.0
2020-01-31,-2,-1.574501609955769,0.0,0.002482,0.0,0.01867,200000,200000.0,0.0,1.0
2020-02-01,-2,-1.6185134910944483,0.0,0.002496,0.0,0.01907,200000,200000.0,0.0,1.0
2020-02-02,-2,-1.4145702984967847,0.0,0.002528,0.0,0.01909,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.216776570563067,0.0,0.002553,0.0,0.0192,200000,200000.0,0.0,1.0
2020-02-04,0,-0.019389575910995188,0.0,0.002754,0.0,0.01925,200000,200000.0,0.0,1.0
2020-02-05,0,-0.4575035797926821,0.0,0.002882,0.0,0.02076,200000,200000.0,0.0,1.0
2020-02-06,-1,-1.0168860126034667,33068783.068783067,0.003024,-4403346.543372964,0.02271,200000,200000.0,0.0,1.0
2020-02-07,0,0.37882056550001747,0.0,0.0032,0.0,0.02204,200000,191229.6519958343,-8770.348004165688,0.9561482599791715
2020-02-08,0,-0.2782356052131542,0.0,0.003031,0.0,0.02179,200000,191229.6519958343,-8770.348004165688,0.9561482599791715
2020-02-09,1,1.189863254682816,-28687316.53102825,0.003333,4334307.615499418,0.02206,200000,191229.6519958343,-8770.348004165688,0.9561482599791715
2020-02-10,2,1.6356292436706208,0.0,0.003465,0.0,0.02216,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-11,2,1.5138955525662656,0.0,0.003563,0.0,0.02272,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-12,2,1.335393080231638,0.0,0.00372,0.0,0.02393,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-13,2,1.927781022153346,0.0,0.003918,0.0,0.02391,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-14,0,0.2416479616135843,0.0,0.003836,0.0,0.02639,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-15,0,0.34254210168640575,0.0,0.003458,0.0,0.02364,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-16,0,0.45820884687965735,0.0,0.003274,0.0,0.02223,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-17,1,1.069930385273645,-28878442.71540221,0.003369,4464959.775502067,0.02179,200000,194582.9470163801,-5417.052983619913,0.9729147350819004
2020-02-18,1,0.5658684596448945,-28878442.71540221,0.003394,4464959.775502067,0.02262,200000,199010.82469793185,-989.1753020681499,0.9950541234896593
2020-02-19,1,0.7606414378994159,-28878442.71540221,0.003088,4464959.775502067,0.0202,200000,179368.81857030376,-20631.18142969624,0.8968440928515188
2020-02-20,1,1.1689869197435383,-28878442.71540221,0.003129,4464959.775502067,0.0198,200000,178766.85081143444,-21233.149188565556,0.8938342540571722
2020-02-21,1,0.8253893870694737,-28878442.71540221,0.003134,4464959.775502067,0.02016,200000,180518.62854419218,-19481.37145580782,0.9025931427209609
2020-02-22,1,0.9726063621654439,-28878442.71540221,0.003154,4464959.775502067,0.02002,200000,180471.10302992995,-19528.896970070055,0.9023555151496497
2020-02-23,1,0.26517759244561406,-28878442.71540221,0.003246,4464959.775502067,0.02133,200000,188977.01706565465,-11022.982934345346,0.9448850853282733
2020-02-24,1,0.9790654822139316,-28878442.71540221,0.003151,4464959.775502067,0.01988,200000,179759.37333321344,-20240.626666786557,0.8987968666660672
2020-02-25,1,0.6893226881204183,-28878442.71540221,0.002966,4464959.775502067,0.01891,200000,170085.85044862702,-29914.149551372975,0.8504292522431351
2020-02-26,1,0.6413535312501196,-28878442.71540221,0.002565,4464959.775502067,0.01636,200000,147119.9474922205,-52880.0525077795,0.7355997374611025
2020-02-27,1,0.8427655133771758,-28878442.71540221,0.002696,4464959.775502067,0.01701,200000,153805.2473420145,-46194.75265798549,0.7690262367100725
2020-02-28,2,1.462282481203965,0.0,0.00277,0.0,0.0171,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-02-29,2,1.690497121345415,0.0,0.002709,0.0,0.01648,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-01,2,1.6179618938160394,0.0,0.002713,0.0,0.01643,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-02,0,-0.08855259547191471,0.0,0.002732,0.0,0.01759,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-03,2,1.2723995632360816,0.0,0.002823,0.0,0.01723,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-04,2,1.268338093676652,0.0,0.002906,0.0,0.01774,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-05,2,1.8205075149462098,0.0,0.00301,0.0,0.01789,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-06,0,0.8648034041351605,0.0,0.002987,0.0,0.01833,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-07,2,2.0150105819090793,0.0,0.002896,0.0,0.01699,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-08,2,1.8048839142507813,0.0,0.002504,0.0,0.01465,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-09,2,1.299979761198495,0.0,0.002535,0.0,0.01504,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-10,0,0.589509317694566,0.0,0.002487,0.0,0.01508,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-11,0,-0.15295818709088516,0.0,0.002398,0.0,0.01489,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-12,-2,-3.349085575006754,0.0,0.001116,0.0,0.00841,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-13,-2,-2.4612299997172493,0.0,0.001383,0.0,0.01029,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-14,0,-0.7295391287507904,0.0,0.00148,0.0,0.00973,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-15,0,-0.10649213257823736,0.0,0.001626,0.0,0.01026,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-16,0,-0.3266161694233046,0.0,0.001501,0.0,0.00961,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-17,0,-0.5428890190665044,0.0,0.001541,0.0,0.01002,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-18,-2,-1.3161052247746152,0.0,0.001476,0.0,0.01022,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-19,0,-0.9254979860687592,0.0,0.001718,0.0,0.01163,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-20,0,0.18031305399636055,0.0,0.0018,0.0,0.01127,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-21,0,-0.16383447839112583,0.0,0.001746,0.0,0.01123,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-22,0,-0.2866548091567226,0.0,0.001587,0.0,0.0103,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-23,0,-0.7147140180155409,0.0,0.00169,0.0,0.01137,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-24,-1,-1.0339210429364514,59814550.74742271,0.001657,-8611008.739224972,0.01151,200000,198225.42117695886,-1774.5788230411417,0.9911271058847942
2020-03-25,-1,-0.8547717645743118,59814550.74742271,0.001651,-8611008.739224972,0.01139,200000,196833.21282376733,-3166.7871762326686,0.9841660641188367
2020-03-26,-1,-0.8335602692743708,59814550.74742271,0.001725,-8611008.739224972,0.01196,200000,206167.76456043485,6167.764560434851,1.0308388228021743
2020-03-27,0,-0.10695261833677781,0.0,0.001696,0.0,0.01121,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-03-28,0,-0.24952933213606598,0.0,0.001697,0.0,0.01139,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-03-29,0,-0.26969984644505957,0.0,0.001578,0.0,0.01066,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-03-30,0,-0.16145418032264924,0.0,0.001697,0.0,0.01145,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-03-31,0,0.143977904236419,0.0,0.001734,0.0,0.01157,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-04-01,0,0.08821034161214382,0.0,0.00174,0.0,0.01158,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-04-02,0,-0.9772963907629624,0.0,0.001742,0.0,0.01196,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-04-03,-1,-1.0793774671028418,55966806.912577264,0.001727,-8095031.452095556,0.01194,200000,193309.35107604187,-6690.648923958128,0.9665467553802094
2020-04-04,-1,-0.9069829526118243,55966806.912577264,0.001737,-8095031.452095556,0.01197,200000,194111.87008873053,-5888.129911269469,0.9705593504436527
2020-04-05,-2,-2.3202886067503776,0.0,0.001715,0.0,0.01257,200000,199080.82257381303,-919.1774261869723,0.9954041128690652
