date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,ENJUSDT_position,ENJUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,13.7184,0.0,0.07963,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,13.0105,0.0,0.07371,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,13.6474,0.0,0.078,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,13.8092,0.0,0.0772,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,14.0532,0.0,0.07637,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,14.9471,0.0,0.07578,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,15.0226,0.0,0.073,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,14.5334,0.0,0.0754,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,14.3978,0.0,0.07193,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,15.07,0.0,0.073,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,14.9177,0.0,0.0721,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,15.3366,0.0,0.07214,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,15.1736,0.0,0.07174,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,16.6371,0.0,0.07253,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,17.6655,0.0,0.076,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,17.0333,0.0,0.08131,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,18.0724,0.0,0.08039,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,17.8088,0.0,0.07721,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,17.388,0.0,0.07361,200000,200000.0,0.0,1.0
2020-01-20,1,1.106225452334256,-5772.505556036598,17.3235,1319261.2137203165,0.0758,200000,200000.0,0.0,1.0
2020-01-21,2,1.3642402808026484,0.0,18.1166,0.0,0.07661,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-22,0,0.8752292208830862,0.0,17.8344,0.0,0.07815,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-23,0,-0.879192485771795,0.0,17.0524,0.0,0.08656,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-24,0,-0.7865664646369218,0.0,17.1148,0.0,0.08515,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-25,-2,-1.4226826679536946,0.0,16.9555,0.0,0.0882,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-26,0,-0.9214911853388954,0.0,17.499,0.0,0.08741,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-27,-1,-1.1467742546278836,5758.618352387639,17.67,-1127351.9420196053,0.09026,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-28,-1,-0.6163473668405941,5758.618352387639,18.0662,-1127351.9420196053,0.08811,200000,203367.33048925298,3367.330489252985,1.0168366524462649
2020-01-29,-1,-0.9811474845676734,5758.618352387639,17.9134,-1127351.9420196053,0.08978,200000,204370.0913481809,4370.091348180897,1.0218504567409046
2020-01-30,-2,-1.7563016826278846,0.0,18.5555,0.0,0.1006,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-01-31,-2,-1.2209147394582684,0.0,18.2644,0.0,0.09531,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-01,-2,-1.8974887948942012,0.0,18.2752,0.0,0.10476,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-02,-2,-2.033471387401611,0.0,18.4333,0.0,0.1123,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-03,-2,-1.9348598008375686,0.0,18.46,0.0,0.11619,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-04,-2,-2.6178894560090287,0.0,18.1778,0.0,0.1469,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-05,-2,-1.6752859871841805,0.0,19.262,0.0,0.13421,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-06,-2,-1.2982901657228068,0.0,20.6675,0.0,0.13726,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-07,0,-0.6665522883345647,0.0,22.0555,0.0,0.13106,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-08,0,-0.5417869330098245,0.0,21.7888,0.0,0.1283,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-09,0,-0.03323823199496473,0.0,24.38,0.0,0.13362,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-10,0,-0.06253184183814324,0.0,25.1465,0.0,0.14051,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-11,0,0.3286849890202592,0.0,25.6963,0.0,0.13851,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-12,0,0.4283501646513969,0.0,26.4243,0.0,0.14127,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-13,0,0.4885745196897724,0.0,25.4579,0.0,0.13586,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-14,0,0.30527002582425933,0.0,26.3547,0.0,0.144,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-15,0,0.33931456266101395,0.0,24.2576,0.0,0.13284,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-16,0,0.6248500344448652,0.0,23.3193,0.0,0.12425,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-17,0,-0.13460999114190866,0.0,23.4555,0.0,0.13694,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-18,0,-0.01535255812399405,0.0,24.0821,0.0,0.13992,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-19,0,-0.37412016078800486,0.0,22.3709,0.0,0.13558,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-20,0,-0.1484079238972113,0.0,22.1626,0.0,0.1321,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-21,0,0.20974512173226514,0.0,22.1888,0.0,0.1278,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-22,0,0.362819287323134,0.0,21.9689,0.0,0.12428,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-23,0,0.1578490395227823,0.0,22.8452,0.0,0.1312,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-24,0,0.5453479628715129,0.0,22.0965,0.0,0.12219,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-25,0,0.9187971903606067,0.0,20.3193,0.0,0.10971,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-26,2,1.8341962895618675,0.0,18.7441,0.0,0.09693,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-27,2,1.2415138266641466,0.0,19.2,0.0,0.10124,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-28,1,1.077754826474617,-5532.799942656967,18.9838,1046880.9683186617,0.10033,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-29,2,2.081709338588109,0.0,19.23,0.0,0.09593,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-01,0,0.5763213710441952,0.0,18.902,0.0,0.10094,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-02,0,0.16112940009380666,0.0,19.9289,0.0,0.10869,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-03,0,0.20393496549879064,0.0,19.6882,0.0,0.10726,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-04,0,0.9000024975758589,0.0,19.95,0.0,0.10496,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-05,0,0.6717729219575552,0.0,20.7462,0.0,0.11016,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-06,0,0.7800703493715203,0.0,21.3389,0.0,0.11242,200000,216035.58670930692,16035.586709306925,1.0801779335465347
